country_region,province_state,date1,metric,value,country_total,lat,long
France,French Polynesia,2020-01-22,cases,0,0,-17.6797,149.4068
Cayman Islands,NA,2020-01-22,cases,0,0,19.3133,-81.2546
Guadeloupe,NA,2020-01-22,cases,0,0,16.265,-61.551
Canada,Manitoba,2020-01-22,cases,0,0,53.7609,-98.8139
Canada,Saskatchewan,2020-01-22,cases,0,0,52.9399,-106.4509
Ethiopia,NA,2020-01-22,cases,0,0,9.145,40.4897
Sudan,NA,2020-01-22,cases,0,0,12.8628,30.2176
Guinea,NA,2020-01-22,cases,0,0,9.9456,-9.6966
Aruba,NA,2020-01-22,cases,0,0,12.5211,-69.9683
Canada,Grand Princess,2020-01-22,cases,0,0,37.6489,-122.6655
Kenya,NA,2020-01-22,cases,0,0,-0.0236,37.9062
Antigua and Barbuda,NA,2020-01-22,cases,0,0,17.0608,-61.7964
US,Alabama,2020-01-22,cases,0,1,32.3182,-86.9023
France,Fench Guiana,2020-01-22,cases,0,0,4,-53
Uruguay,NA,2020-01-22,cases,0,0,-32.5228,-55.7658
Ghana,NA,2020-01-22,cases,0,0,7.9465,-1.0232
US,Puerto Rico,2020-01-22,cases,0,1,18.2208,-66.5901
Jersey,NA,2020-01-22,cases,0,0,49.19,-2.11
Namibia,NA,2020-01-22,cases,0,0,-22.9576,18.4904
Seychelles,NA,2020-01-22,cases,0,0,-4.6796,55.492
Trinidad and Tobago,NA,2020-01-22,cases,0,0,10.6918,-61.2225
Venezuela,NA,2020-01-22,cases,0,0,6.4238,-66.5897
Curacao,NA,2020-01-22,cases,0,0,12.1696,-68.99
Eswatini,NA,2020-01-22,cases,0,0,-26.5225,31.4659
Gabon,NA,2020-01-22,cases,0,0,-0.8037,11.6094
Guatemala,NA,2020-01-22,cases,0,0,15.7835,-90.2308
Guernsey,NA,2020-01-22,cases,0,0,49.45,-2.58
Mauritania,NA,2020-01-22,cases,0,0,21.0079,10.9408
Rwanda,NA,2020-01-22,cases,0,0,-1.9403,29.8739
Saint Lucia,NA,2020-01-22,cases,0,0,13.9094,-60.9789
Saint Vincent and the Grenadines,NA,2020-01-22,cases,0,0,12.9843,-61.2872
Suriname,NA,2020-01-22,cases,0,0,3.9193,-56.0278
US,"Virgin Islands, U.S.",2020-01-22,cases,0,1,18.3358,-64.8963
occupied Palestinian territory,NA,2020-01-22,cases,0,0,31.9522,35.2332
Thailand,NA,2020-01-23,cases,3,3,15,101
Japan,NA,2020-01-23,cases,1,1,36,138
Singapore,NA,2020-01-23,cases,1,1,1.2833,103.8333
Nepal,NA,2020-01-23,cases,0,0,28.1667,84.25
Malaysia,NA,2020-01-23,cases,0,0,2.5,112.5
Canada,British Columbia,2020-01-23,cases,0,0,49.2827,-123.1207
Australia,New South Wales,2020-01-23,cases,0,0,-33.8688,151.2093
Australia,Victoria,2020-01-23,cases,0,0,-37.8136,144.9631
Australia,Queensland,2020-01-23,cases,0,0,-28.0167,153.4
Cambodia,NA,2020-01-23,cases,0,0,11.55,104.9167
Sri Lanka,NA,2020-01-23,cases,0,0,7,81
Germany,NA,2020-01-23,cases,0,0,51,9
Finland,NA,2020-01-23,cases,0,0,64,26
United Arab Emirates,NA,2020-01-23,cases,0,0,24,54
Philippines,NA,2020-01-23,cases,0,0,13,122
India,NA,2020-01-23,cases,0,0,21,78
Italy,NA,2020-01-23,cases,0,0,43,12
Sweden,NA,2020-01-23,cases,0,0,63,16
Spain,NA,2020-01-23,cases,0,0,40,-4
Australia,South Australia,2020-01-23,cases,0,0,-34.9285,138.6007
Belgium,NA,2020-01-23,cases,0,0,50.8333,4
Egypt,NA,2020-01-23,cases,0,0,26,30
Australia,From Diamond Princess,2020-01-23,cases,0,0,35.4437,139.638
Lebanon,NA,2020-01-23,cases,0,0,33.8547,35.8623
Iraq,NA,2020-01-23,cases,0,0,33,44
Oman,NA,2020-01-23,cases,0,0,21,57
Afghanistan,NA,2020-01-23,cases,0,0,33,65
Bahrain,NA,2020-01-23,cases,0,0,26.0275,50.55
Kuwait,NA,2020-01-23,cases,0,0,29.5,47.75
Algeria,NA,2020-01-23,cases,0,0,28.0339,1.6596
Croatia,NA,2020-01-23,cases,0,0,45.1,15.2
Switzerland,NA,2020-01-23,cases,0,0,46.8182,8.2275
Austria,NA,2020-01-23,cases,0,0,47.5162,14.5501
Israel,NA,2020-01-23,cases,0,0,31,35
Pakistan,NA,2020-01-23,cases,0,0,30.3753,69.3451
Brazil,NA,2020-01-23,cases,0,0,-14.235,-51.9253
Georgia,NA,2020-01-23,cases,0,0,42.3154,43.3569
Greece,NA,2020-01-23,cases,0,0,39.0742,21.8243
North Macedonia,NA,2020-01-23,cases,0,0,41.6086,21.7453
Norway,NA,2020-01-23,cases,0,0,60.472,8.4689
Romania,NA,2020-01-23,cases,0,0,45.9432,24.9668
Estonia,NA,2020-01-23,cases,0,0,58.5953,25.0136
Netherlands,NA,2020-01-23,cases,0,0,52.1326,5.2913
San Marino,NA,2020-01-23,cases,0,0,43.9424,12.4578
Belarus,NA,2020-01-23,cases,0,0,53.7098,27.9534
Iceland,NA,2020-01-23,cases,0,0,64.9631,-19.0208
Lithuania,NA,2020-01-23,cases,0,0,55.1694,23.8813
Mexico,NA,2020-01-23,cases,0,0,23.6345,-102.5528
New Zealand,NA,2020-01-23,cases,0,0,-40.9006,174.886
Nigeria,NA,2020-01-23,cases,0,0,9.082,8.6753
Australia,Western Australia,2020-01-23,cases,0,0,-31.9505,115.8605
Ireland,NA,2020-01-23,cases,0,0,53.1424,-7.6921
Luxembourg,NA,2020-01-23,cases,0,0,49.8153,6.1296
Monaco,NA,2020-01-23,cases,0,0,43.7333,7.4167
Qatar,NA,2020-01-23,cases,0,0,25.3548,51.1839
Ecuador,NA,2020-01-23,cases,0,0,-1.8312,-78.1834
Azerbaijan,NA,2020-01-23,cases,0,0,40.1431,47.5769
Armenia,NA,2020-01-23,cases,0,0,40.0691,45.0382
Dominican Republic,NA,2020-01-23,cases,0,0,18.7357,-70.1627
Indonesia,NA,2020-01-23,cases,0,0,-0.7893,113.9213
Portugal,NA,2020-01-23,cases,0,0,39.3999,-8.2245
Andorra,NA,2020-01-23,cases,0,0,42.5063,1.5218
Australia,Tasmania,2020-01-23,cases,0,0,-41.4545,145.9707
Latvia,NA,2020-01-23,cases,0,0,56.8796,24.6032
Morocco,NA,2020-01-23,cases,0,0,31.7917,-7.0926
Saudi Arabia,NA,2020-01-23,cases,0,0,24,45
Senegal,NA,2020-01-23,cases,0,0,14.4974,-14.4524
Argentina,NA,2020-01-23,cases,0,0,-38.4161,-63.6167
Chile,NA,2020-01-23,cases,0,0,-35.6751,-71.543
Jordan,NA,2020-01-23,cases,0,0,31.24,36.51
Ukraine,NA,2020-01-23,cases,0,0,48.3794,31.1656
Hungary,NA,2020-01-23,cases,0,0,47.1625,19.5033
Australia,Northern Territory,2020-01-23,cases,0,0,-12.4634,130.8456
Liechtenstein,NA,2020-01-23,cases,0,0,47.14,9.55
Poland,NA,2020-01-23,cases,0,0,51.9194,19.1451
Tunisia,NA,2020-01-23,cases,0,0,34,9
Bosnia and Herzegovina,NA,2020-01-23,cases,0,0,43.9159,17.6791
Slovenia,NA,2020-01-23,cases,0,0,46.1512,14.9955
South Africa,NA,2020-01-23,cases,0,0,-30.5595,22.9375
Bhutan,NA,2020-01-23,cases,0,0,27.5142,90.4336
Cameroon,NA,2020-01-23,cases,0,0,3.848,11.5021
Colombia,NA,2020-01-23,cases,0,0,4.5709,-74.2973
Costa Rica,NA,2020-01-23,cases,0,0,9.7489,-83.7534
Peru,NA,2020-01-23,cases,0,0,-9.19,-75.0152
Serbia,NA,2020-01-23,cases,0,0,44.0165,21.0059
Slovakia,NA,2020-01-23,cases,0,0,48.669,19.699
Togo,NA,2020-01-23,cases,0,0,8.6195,0.8248
French Guiana,NA,2020-01-23,cases,0,0,3.9339,-53.1258
Malta,NA,2020-01-23,cases,0,0,35.9375,14.3754
Martinique,NA,2020-01-23,cases,0,0,14.6415,-61.0242
Bulgaria,NA,2020-01-23,cases,0,0,42.7339,25.4858
Maldives,NA,2020-01-23,cases,0,0,3.2028,73.2207
Bangladesh,NA,2020-01-23,cases,0,0,23.685,90.3563
Paraguay,NA,2020-01-23,cases,0,0,-23.4425,-58.4438
Canada,Ontario,2020-01-23,cases,0,0,51.2538,-85.3232
Canada,Alberta,2020-01-23,cases,0,0,53.9333,-116.5765
Canada,Quebec,2020-01-23,cases,0,0,52.9399,-73.5491
Albania,NA,2020-01-23,cases,0,0,41.1533,20.1683
Cyprus,NA,2020-01-23,cases,0,0,35.1264,33.4299
Brunei,NA,2020-01-23,cases,0,0,4.5353,114.7277
US,Washington,2020-01-23,cases,0,1,47.4009,-121.4905
US,New York,2020-01-23,cases,0,1,42.1657,-74.9481
US,California,2020-01-23,cases,0,1,36.1162,-119.6816
US,Massachusetts,2020-01-23,cases,0,1,42.2302,-71.5301
US,Diamond Princess,2020-01-23,cases,0,1,35.4437,139.638
US,Grand Princess,2020-01-23,cases,0,1,37.6489,-122.6655
US,Georgia,2020-01-23,cases,0,1,33.0406,-83.6431
US,Colorado,2020-01-23,cases,0,1,39.0598,-105.3111
US,Florida,2020-01-23,cases,0,1,27.7663,-81.6868
US,New Jersey,2020-01-23,cases,0,1,40.2989,-74.521
US,Oregon,2020-01-23,cases,0,1,44.572,-122.0709
US,Texas,2020-01-23,cases,0,1,31.0545,-97.5635
US,Illinois,2020-01-23,cases,0,1,40.3495,-88.9861
US,Pennsylvania,2020-01-23,cases,0,1,40.5908,-77.2098
US,Iowa,2020-01-23,cases,0,1,42.0115,-93.2105
US,Maryland,2020-01-23,cases,0,1,39.0639,-76.8021
US,North Carolina,2020-01-23,cases,0,1,35.6301,-79.8064
US,South Carolina,2020-01-23,cases,0,1,33.8569,-80.945
US,Tennessee,2020-01-23,cases,0,1,35.7478,-86.6923
US,Virginia,2020-01-23,cases,0,1,37.7693,-78.17
US,Arizona,2020-01-23,cases,0,1,33.7298,-111.4312
US,Indiana,2020-01-23,cases,0,1,39.8494,-86.2583
US,Kentucky,2020-01-23,cases,0,1,37.6681,-84.6701
US,District of Columbia,2020-01-23,cases,0,1,38.8974,-77.0268
US,Nevada,2020-01-23,cases,0,1,38.3135,-117.0554
US,New Hampshire,2020-01-23,cases,0,1,43.4525,-71.5639
US,Minnesota,2020-01-23,cases,0,1,45.6945,-93.9002
US,Nebraska,2020-01-23,cases,0,1,41.1254,-98.2681
US,Ohio,2020-01-23,cases,0,1,40.3888,-82.7649
US,Rhode Island,2020-01-23,cases,0,1,41.6809,-71.5118
US,Wisconsin,2020-01-23,cases,0,1,44.2685,-89.6165
US,Connecticut,2020-01-23,cases,0,1,41.5978,-72.7554
US,Hawaii,2020-01-23,cases,0,1,21.0943,-157.4983
US,Oklahoma,2020-01-23,cases,0,1,35.5653,-96.9289
US,Utah,2020-01-23,cases,0,1,40.15,-111.8624
Burkina Faso,NA,2020-01-23,cases,0,0,12.2383,-1.5616
Holy See,NA,2020-01-23,cases,0,0,41.9029,12.4534
Mongolia,NA,2020-01-23,cases,0,0,46.8625,103.8467
Panama,NA,2020-01-23,cases,0,0,8.538,-80.7821
US,Kansas,2020-01-23,cases,0,1,38.5266,-96.7265
US,Louisiana,2020-01-23,cases,0,1,31.1695,-91.8678
US,Missouri,2020-01-23,cases,0,1,38.4561,-92.2884
US,Vermont,2020-01-23,cases,0,1,44.0459,-72.7107
US,Alaska,2020-01-23,cases,0,1,61.3707,-152.4044
US,Arkansas,2020-01-23,cases,0,1,34.9697,-92.3731
US,Delaware,2020-01-23,cases,0,1,39.3185,-75.5071
US,Idaho,2020-01-23,cases,0,1,44.2405,-114.4788
US,Maine,2020-01-23,cases,0,1,44.6939,-69.3819
US,Michigan,2020-01-23,cases,0,1,43.3266,-84.5361
US,Mississippi,2020-01-23,cases,0,1,32.7416,-89.6787
US,Montana,2020-01-23,cases,0,1,46.9219,-110.4544
US,New Mexico,2020-01-23,cases,0,1,34.8405,-106.2485
US,North Dakota,2020-01-23,cases,0,1,47.5289,-99.784
US,South Dakota,2020-01-23,cases,0,1,44.2998,-99.4388
US,West Virginia,2020-01-23,cases,0,1,38.4912,-80.9545
US,Wyoming,2020-01-23,cases,0,1,42.756,-107.3025
China,Hubei,2020-01-23,cases,444,643,30.9756,112.2707
Iran,NA,2020-01-23,cases,0,0,32,53
"Korea, South",NA,2020-01-23,cases,1,1,36,128
France,France,2020-01-23,cases,0,0,46.2276,2.2137
China,Guangdong,2020-01-23,cases,32,643,23.3417,113.4244
China,Henan,2020-01-23,cases,5,643,33.882,113.614
China,Zhejiang,2020-01-23,cases,27,643,29.1832,120.0934
China,Hunan,2020-01-23,cases,9,643,27.6104,111.7088
China,Anhui,2020-01-23,cases,9,643,31.8257,117.2264
China,Jiangxi,2020-01-23,cases,7,643,27.614,115.7221
China,Shandong,2020-01-23,cases,6,643,36.3427,118.1498
Cruise Ship,Diamond Princess,2020-01-23,cases,0,0,35.4437,139.638
China,Jiangsu,2020-01-23,cases,5,643,32.9711,119.455
China,Chongqing,2020-01-23,cases,9,643,30.0572,107.874
China,Sichuan,2020-01-23,cases,8,643,30.6171,102.7103
China,Heilongjiang,2020-01-23,cases,2,643,47.862,127.7615
Denmark,Denmark,2020-01-23,cases,0,0,56.2639,9.5018
China,Beijing,2020-01-23,cases,22,643,40.1824,116.4142
China,Shanghai,2020-01-23,cases,16,643,31.202,121.4491
China,Hebei,2020-01-23,cases,1,643,39.549,116.1306
China,Fujian,2020-01-23,cases,5,643,26.0789,117.9874
China,Guangxi,2020-01-23,cases,5,643,23.8298,108.7881
China,Shaanxi,2020-01-23,cases,3,643,35.1917,108.8701
China,Yunnan,2020-01-23,cases,2,643,24.974,101.487
China,Hainan,2020-01-23,cases,5,643,19.1959,109.7453
China,Guizhou,2020-01-23,cases,3,643,26.8154,106.8748
China,Tianjin,2020-01-23,cases,4,643,39.3054,117.323
China,Shanxi,2020-01-23,cases,1,643,37.5777,112.2922
China,Gansu,2020-01-23,cases,2,643,37.8099,101.0583
China,Hong Kong,2020-01-23,cases,2,643,22.3,114.2
China,Liaoning,2020-01-23,cases,3,643,41.2956,122.6085
China,Jilin,2020-01-23,cases,1,643,43.6661,126.1923
Czechia,NA,2020-01-23,cases,0,0,49.8175,15.473
China,Xinjiang,2020-01-23,cases,2,643,41.1129,85.2401
China,Inner Mongolia,2020-01-23,cases,0,643,44.0935,113.9448
China,Ningxia,2020-01-23,cases,1,643,37.2692,106.1655
Taiwan*,NA,2020-01-23,cases,1,1,23.7,121
Vietnam,NA,2020-01-23,cases,2,2,16,108
Russia,NA,2020-01-23,cases,0,0,60,90
China,Qinghai,2020-01-23,cases,0,643,35.7452,95.9956
China,Macau,2020-01-23,cases,2,643,22.1667,113.55
Moldova,NA,2020-01-23,cases,0,0,47.4116,28.3699
Bolivia,NA,2020-01-23,cases,0,0,-16.2902,-63.5887
Denmark,Faroe Islands,2020-01-23,cases,0,0,61.8926,-6.9118
France,St Martin,2020-01-23,cases,0,0,18.0708,-63.0501
Honduras,NA,2020-01-23,cases,0,0,15.2,-86.2419
United Kingdom,Channel Islands,2020-01-23,cases,0,0,49.3723,-2.3644
Canada,New Brunswick,2020-01-23,cases,0,0,46.5653,-66.4619
China,Tibet,2020-01-23,cases,0,643,31.6927,88.0924
Congo (Kinshasa),NA,2020-01-23,cases,0,0,-4.0383,21.7587
Cote d'Ivoire,NA,2020-01-23,cases,0,0,7.54,-5.5471
France,Saint Barthelemy,2020-01-23,cases,0,0,17.9,-62.8333
Jamaica,NA,2020-01-23,cases,0,0,18.1096,-77.2975
Reunion,NA,2020-01-23,cases,0,0,-21.1151,55.5364
Turkey,NA,2020-01-23,cases,0,0,38.9637,35.2433
United Kingdom,Gibraltar,2020-01-23,cases,0,0,36.1408,-5.3536
US,"Kitsap, WA",2020-01-23,cases,0,1,47.6477,-122.6413
US,"Solano, CA",2020-01-23,cases,0,1,38.3105,-121.9018
US,"Santa Cruz, CA",2020-01-23,cases,0,1,37.0454,-121.958
US,"Napa, CA",2020-01-23,cases,0,1,38.5025,-122.2654
US,"Ventura, CA",2020-01-23,cases,0,1,34.3705,-119.1391
US,"Worcester, MA",2020-01-23,cases,0,1,42.4097,-71.8571
US,"Gwinnett, GA",2020-01-23,cases,0,1,33.9191,-84.0167
US,"DeKalb, GA",2020-01-23,cases,0,1,33.7956,-84.2279
US,"Floyd, GA",2020-01-23,cases,0,1,37.5455,-82.7779
US,"Fayette, GA",2020-01-23,cases,0,1,33.4502,-84.4803
US,"Gregg, TX",2020-01-23,cases,0,1,32.4893,-94.8521
US,"Monmouth, NJ",2020-01-23,cases,0,1,40.2589,-74.124
US,"Burlington, NJ",2020-01-23,cases,0,1,40.0712,-74.8649
US,"Camden, NJ",2020-01-23,cases,0,1,39.9259,-75.1196
US,"Passaic, NJ",2020-01-23,cases,0,1,40.8568,-74.1285
US,"Union, NJ",2020-01-23,cases,0,1,40.6976,-74.2632
US,"Eagle, CO",2020-01-23,cases,0,1,39.6553,-106.8287
US,"Larimer, CO",2020-01-23,cases,0,1,40.6956,-105.5943
US,"Arapahoe, CO",2020-01-23,cases,0,1,39.6203,-104.3326
US,"Gunnison, CO",2020-01-23,cases,0,1,38.5458,-106.9253
US,"Kane, IL",2020-01-23,cases,0,1,41.9879,-88.4016
US,"Monroe, PA",2020-01-23,cases,0,1,41.0458,-75.2479
US,"Philadelphia, PA",2020-01-23,cases,0,1,39.9526,-75.1652
US,"Norfolk, VA",2020-01-23,cases,0,1,36.8508,-76.2859
US,"Arlington, VA",2020-01-23,cases,0,1,38.8816,-77.091
US,"Spotsylvania, VA",2020-01-23,cases,0,1,38.2042,-77.6078
US,"Loudoun, VA",2020-01-23,cases,0,1,39.0768,-77.6536
US,"Prince George's, MD",2020-01-23,cases,0,1,38.7849,-76.8721
US,"Pottawattamie, IA",2020-01-23,cases,0,1,41.3912,-95.4778
US,"Camden, NC",2020-01-23,cases,0,1,34.2465,-80.607
US,"Pima, AZ",2020-01-23,cases,0,1,32.0575,-111.6661
US,"Noble, IN",2020-01-23,cases,0,1,41.4277,-85.355
US,"Adams, IN",2020-01-23,cases,0,1,39.8522,-77.2865
US,"Boone, IN",2020-01-23,cases,0,1,40.0106,-86.4997
US,"Dane, WI",2020-01-23,cases,0,1,43.0186,-89.5498
US,"Pierce, WI",2020-01-23,cases,0,1,44.7509,-92.3814
US,"Cuyahoga, OH",2020-01-23,cases,0,1,41.4339,-81.6758
US,"Weber, UT",2020-01-23,cases,0,1,41.2603,-111.9522
US,"Bennington County, VT",2020-01-23,cases,0,1,43.0279,-73.135
US,"Carver County, MN",2020-01-23,cases,0,1,44.8254,-93.7842
US,"Charlotte County, FL",2020-01-23,cases,0,1,26.8946,-81.9098
US,"Cherokee County, GA",2020-01-23,cases,0,1,34.2515,-84.4803
US,"Collin County, TX",2020-01-23,cases,0,1,33.1795,-96.493
US,"Jefferson County, KY",2020-01-23,cases,0,1,38.1938,-85.6435
US,"Jefferson Parish, LA",2020-01-23,cases,0,1,29.6499,-90.1121
US,"Shasta County, CA",2020-01-23,cases,0,1,40.7909,-121.8474
US,"Spartanburg County, SC",2020-01-23,cases,0,1,34.8606,-81.9535
US,"Harrison County, KY",2020-01-23,cases,0,1,38.4333,-84.3542
US,"Johnson County, IA",2020-01-23,cases,0,1,41.6699,-91.5984
US,"Berkshire County, MA",2020-01-23,cases,0,1,42.3118,-73.1822
US,"Davidson County, TN",2020-01-23,cases,0,1,36.1343,-86.822
US,"Douglas County, OR",2020-01-23,cases,0,1,43.1261,-123.2492
US,"Fresno County, CA",2020-01-23,cases,0,1,36.9859,-119.2321
US,"Harford County, MD",2020-01-23,cases,0,1,39.5839,-76.3637
US,"Hendricks County, IN",2020-01-23,cases,0,1,39.8065,-86.5401
US,"Hudson County, NJ",2020-01-23,cases,0,1,40.7453,-74.0535
US,"Johnson County, KS",2020-01-23,cases,0,1,38.8454,-94.8521
US,"Kittitas County, WA",2020-01-23,cases,0,1,47.175,-120.9319
US,"Manatee County, FL",2020-01-23,cases,0,1,27.4799,-82.3452
US,"Marion County, OR",2020-01-23,cases,0,1,44.8446,-122.5927
US,"Okaloosa County, FL",2020-01-23,cases,0,1,30.5773,-86.6611
US,"Polk County, GA",2020-01-23,cases,0,1,34.0132,-85.1479
US,"Riverside County, CA",2020-01-23,cases,0,1,33.9533,-117.3961
US,"Shelby County, TN",2020-01-23,cases,0,1,35.1269,-89.9253
US,"St. Louis County, MO",2020-01-23,cases,0,1,38.6103,-90.4125
US,"Suffolk County, NY",2020-01-23,cases,0,1,40.9849,-72.6151
US,"Ulster County, NY",2020-01-23,cases,0,1,41.8586,-74.3118
US,"Volusia County, FL",2020-01-23,cases,0,1,29.028,-81.0755
US,"Fairfax County, VA",2020-01-23,cases,0,1,38.9085,-77.2405
US,"Rockingham County, NH",2020-01-23,cases,0,1,42.9931,-71.0498
US,"Washington, D.C.",2020-01-23,cases,0,1,38.9072,-77.0369
US,"Montgomery County, PA",2020-01-23,cases,0,1,40.229,-75.3879
US,"Alameda County, CA",2020-01-23,cases,0,1,37.6017,-121.7195
US,"Broward County, FL",2020-01-23,cases,0,1,26.1901,-80.3659
US,"Lee County, FL",2020-01-23,cases,0,1,26.663,-81.9535
US,"Pinal County, AZ",2020-01-23,cases,0,1,32.8162,-111.2845
US,"Rockland County, NY",2020-01-23,cases,0,1,41.1489,-73.983
US,"Saratoga County, NY",2020-01-23,cases,0,1,43.0324,-73.936
US,"Charleston County, SC",2020-01-23,cases,0,1,32.7957,-79.7848
US,"Clark County, WA",2020-01-23,cases,0,1,45.7466,-122.5194
US,"Cobb County, GA",2020-01-23,cases,0,1,33.8999,-84.5641
US,"Davis County, UT",2020-01-23,cases,0,1,40.9629,-112.0953
US,"El Paso County, CO",2020-01-23,cases,0,1,38.9108,-104.4723
US,"Honolulu County, HI",2020-01-23,cases,0,1,21.307,-157.8584
US,"Jackson County, OR",2020-01-23,cases,0,1,42.3345,-122.7647
US,"Jefferson County, WA",2020-01-23,cases,0,1,47.7425,-123.304
US,"Kershaw County, SC",2020-01-23,cases,0,1,34.3672,-80.5883
US,"Klamath County, OR",2020-01-23,cases,0,1,42.6953,-121.6142
US,"Madera County, CA",2020-01-23,cases,0,1,37.2519,-119.6963
US,"Pierce County, WA",2020-01-23,cases,0,1,47.0676,-122.1295
US,"Tulsa County, OK",2020-01-23,cases,0,1,36.1593,-95.941
US,"Douglas County, CO",2020-01-23,cases,0,1,39.2587,-104.9389
US,"Providence County, RI",2020-01-23,cases,0,1,41.8882,-71.4774
US,"Chatham County, NC",2020-01-23,cases,0,1,35.7211,-79.1781
US,"Delaware County, PA",2020-01-23,cases,0,1,39.9078,-75.3879
US,"Douglas County, NE",2020-01-23,cases,0,1,41.3148,-96.1951
US,"Fayette County, KY",2020-01-23,cases,0,1,38.0606,-84.4803
US,"Marion County, IN",2020-01-23,cases,0,1,39.8362,-86.1752
US,"Middlesex County, MA",2020-01-23,cases,0,1,42.4672,-71.2874
US,"Nassau County, NY",2020-01-23,cases,0,1,40.6546,-73.5594
US,"Ramsey County, MN",2020-01-23,cases,0,1,44.9964,-93.0616
US,"Washoe County, NV",2020-01-23,cases,0,1,40.5608,-119.6035
US,"Wayne County, PA",2020-01-23,cases,0,1,41.6739,-75.2479
US,"Yolo County, CA",2020-01-23,cases,0,1,38.7646,-121.9018
US,"Santa Clara County, CA",2020-01-23,cases,0,1,37.3541,-121.9552
US,"Clark County, NV",2020-01-23,cases,0,1,36.0796,-115.094
US,"Fort Bend County, TX",2020-01-23,cases,0,1,29.5693,-95.8143
US,"Grant County, WA",2020-01-23,cases,0,1,47.1981,-119.3732
US,"Santa Rosa County, FL",2020-01-23,cases,0,1,30.769,-86.9824
US,"Williamson County, TN",2020-01-23,cases,0,1,35.9179,-86.8622
US,"New York County, NY",2020-01-23,cases,0,1,40.7128,-74.006
US,"Montgomery County, MD",2020-01-23,cases,0,1,39.1547,-77.2405
US,"Suffolk County, MA",2020-01-23,cases,0,1,42.3601,-71.0589
US,"Denver County, CO",2020-01-23,cases,0,1,39.7392,-104.9903
US,"Summit County, CO",2020-01-23,cases,0,1,39.5912,-106.064
US,"Bergen County, NJ",2020-01-23,cases,0,1,40.9263,-74.077
US,"Harris County, TX",2020-01-23,cases,0,1,29.7752,-95.3103
US,"San Francisco County, CA",2020-01-23,cases,0,1,37.7749,-122.4194
US,"Contra Costa County, CA",2020-01-23,cases,0,1,37.8534,-121.9018
US,"Orange County, CA",2020-01-23,cases,0,1,33.7879,-117.8531
US,"Norfolk County, MA",2020-01-23,cases,0,1,42.1767,-71.1449
US,"Maricopa County, AZ",2020-01-23,cases,0,1,33.2918,-112.4291
US,"Wake County, NC",2020-01-23,cases,0,1,35.8032,-78.5661
US,"Westchester County, NY",2020-01-23,cases,0,1,41.122,-73.7949
US,"Grafton County, NH",2020-01-23,cases,0,1,43.9088,-71.826
US,"Hillsborough, FL",2020-01-23,cases,0,1,27.9904,-82.3018
US,"Placer County, CA",2020-01-23,cases,0,1,39.0916,-120.8039
US,"San Mateo, CA",2020-01-23,cases,0,1,37.563,-122.3255
US,"Sonoma County, CA",2020-01-23,cases,0,1,38.578,-122.9888
US,"Umatilla, OR",2020-01-23,cases,0,1,45.775,-118.7606
US,"Fulton County, GA",2020-01-23,cases,0,1,33.8034,-84.3963
US,"Washington County, OR",2020-01-23,cases,0,1,45.547,-123.1386
US,"Snohomish County, WA",2020-01-23,cases,0,1,48.033,-121.8339
US,"Humboldt County, CA",2020-01-23,cases,0,1,40.745,-123.8695
US,"Sacramento County, CA",2020-01-23,cases,0,1,38.4747,-121.3542
US,"San Diego County, CA",2020-01-23,cases,0,1,32.7157,-117.1611
US,"San Benito, CA",2020-01-23,cases,0,1,36.5761,-120.9876
US,"Los Angeles, CA",2020-01-23,cases,0,1,34.0522,-118.2437
US,"King County, WA",2020-01-23,cases,1,1,47.6062,-122.3321
US,"Cook County, IL",2020-01-23,cases,0,1,41.7377,-87.6976
US,"Skagit, WA",2020-01-23,cases,0,1,48.4242,-121.7114
US,"Thurston, WA",2020-01-23,cases,0,1,46.8646,-122.7696
US,"Island, WA",2020-01-23,cases,0,1,48.1976,-122.5795
US,"Whatcom, WA",2020-01-23,cases,0,1,48.8787,-121.9719
US,"Marin, CA",2020-01-23,cases,0,1,38.0834,-122.7633
US,"Calaveras, CA",2020-01-23,cases,0,1,38.196,-120.6805
US,"Stanislaus, CA",2020-01-23,cases,0,1,37.5091,-120.9876
US,"San Joaquin, CA",2020-01-23,cases,0,1,36.6066,-120.189
US,"Essex, MA",2020-01-23,cases,0,1,42.632,-70.7829
US,"Charlton, GA",2020-01-23,cases,0,1,30.7917,-82.0843
US,"Collier, FL",2020-01-23,cases,0,1,26.07,-81.4279
US,"Pinellas, FL",2020-01-23,cases,0,1,27.8764,-82.7779
US,"Alachua, FL",2020-01-23,cases,0,1,29.7938,-82.4944
US,"Nassau, FL",2020-01-23,cases,0,1,30.5927,-81.8224
US,"Pasco, FL",2020-01-23,cases,0,1,28.3232,-82.4319
US,"Dallas, TX",2020-01-23,cases,0,1,32.7767,-96.797
US,"Tarrant, TX",2020-01-23,cases,0,1,32.7732,-97.3517
US,"Montgomery, TX",2020-01-23,cases,0,1,30.3883,-95.6963
US,"Middlesex, NJ",2020-01-23,cases,0,1,40.5726,-74.4927
US,"Jefferson, CO",2020-01-23,cases,0,1,39.58,-105.2663
US,"Multnomah, OR",2020-01-23,cases,0,1,45.5146,-122.5863
US,"Polk, OR",2020-01-23,cases,0,1,44.9267,-123.4919
US,"Deschutes, OR",2020-01-23,cases,0,1,43.8325,-121.2617
US,"McHenry, IL",2020-01-23,cases,0,1,42.3334,-88.2668
